"linha_original_aproximada","Nome da Música","Artista","Gênero Musical","Letra da Música","genero_filtrado"
"123172","eu e vocês","zélia duncan","mpb; pop","uma daquelas
pra suavizar a alma
uma tranquila
pra reconquistar a calma
uma daquelas doces
pra detonar o amargo
uma suave
feito brisa ao cair da tarde

uma balada simples
um amigo em casa
balanço manso voa
no quintal risadas
uma daquelas raras
pra aquecer saudade
uma que chame nosso nome
feito mãe  feito vontade

vontade de cantar
num coro essa canção
com voz de coração
eu e vocês
vontade de cantar
no corpo essa canção
com voz de multidão
eu e vocês","mpb"
"123173","eu moro lá","zélia duncan","mpb; pop","eu moro lá
porque lá tem horizonte
e um monte de céu pra olhar

eu moro lá
porque lá é bem longe desse mundo
e longe é perto
de onde eu quero ficar

pega aí meu endereço
moro onde tem sotaque
cheiro  raça  tempero
meu sangue tem o nome de um rio

meu sangue tem o nome de um rio
que escorre doce  do avesso
meu sangue tem o nome de um rio

eu moro lá
porque lá tem horizonte
e um monte de céu pra olhar

eu moro lá
porque lá é bem longe desse mundo
e longe é perto
de onde eu quero ficar

pega aí meu endereço
moro onde tem sotaque
cheiro  raça  tempero
meu sangue tem o nome de um rio

meu sangue tem o nome de um rio
que escorre doce  do avesso
meu sangue tem o nome de um rio

eu moro dentro da paisagem
minha voz constrói a ponte
eu moro lá
porque lá tem horizonte","mpb"
"123174","fica","zélia duncan","mpb; pop","eu vou  minha voz fica
as cidades mudam
o cenário se modifica
minha voz fica
você me deixa
você me critica
minha voz fica

finda a festa
morre o artista
minha voz fica
o amor se esvai
o amor não vinga
minha voz fica
passa o tempo
passa a vida
minha voz fica
hábitos se esvaziam
carinhos se intoxicam
minha voz chora
minha voz fica

finda a festa
morre o artista
minha voz fica
minha voz fica","mpb"
"123175","medusa","zélia duncan","mpb; pop","medusa  me usa
oh  bela tão fera
me espera na curva  fria sentinela
à espreita  difusa  sofrida quimera
tão linda  tão suja essa atmosfera

medusa  me usa
oh  bela tão fera
me espera na curva  fria sentinela
à espreita  difusa  sofrida quimera
tão linda  tão suja essa atmosfera

em cantos escuros  sonhou primavera
são flores de ferro a musa de pedra
seu sangue é cimento  presente de grego
não vinga  não cresce nenhum sentimento

você não me pega  você não me empedra
o mundo me espera  do lado de fora
quem ama não medra  a vida é agora
sou carne  sou nuvem  sou minha senhora

você não me pega  você não me empedra
o mundo me espera  do lado de fora
quem ama não medra  a vida é agora
sou carne  sou nuvem  sou minha senhora

medusa  me usa
oh  bela tão fera
me espera na curva  fria sentinela
à espreita  difusa  sofrida quimera
tão linda  tão suja essa atmosfera

medusa  me usa
oh  bela tão fera
me espera na curva  fria sentinela
à espreita  difusa  sofrida quimera
tão linda  tão suja essa atmosfera

em cantos escuros  sonhou primavera
são flores de ferro a musa de pedra
seu sangue é cimento  presente de grego
não vinga  não cresce nenhum sentimento

você não me pega  você não me empedra
o mundo me espera  do lado de fora
quem ama não medra  a vida é agora
sou carne  sou nuvem  sou minha senhora

você não me pega  você não me empedra
o mundo me espera  do lado de fora
quem ama não medra  a vida é agora
sou carne  sou nuvem  sou minha senhora

você não me pega  você não me empedra
o mundo me espera  do lado de fora
quem ama não medra  a vida é agora
sou carne  sou nuvem  sou minha senhora","mpb"
"123176","mesmo que mal eu diga","zélia duncan","mpb; pop","mesmo que mal eu diga  me abrigue não negue
não brigue entregue me mel
mesmo que te fira  agrida
o sal também cura  se liga e faça se meu

mesmo que mal eu diga  me abrigue não negue
não brigue entregue me mel
mesmo que te fira  agrida
o sal também cura  se liga e faça se meu

mesmo que não precise  tente sinta não
minta  invente o céu
mesmo que não decida subir a subida do
coração teu que bate no meu
que bate  que bate  que bate no meu

mesmo que mal eu diga  me abrigue não negue
não brigue entregue me mel
mesmo que te fira  agrida
o sal também cura  se liga e faça se meu

mesmo que não precise tente sinta não
minta invente o céu
mesmo que não decida subir a subida do
coração teu que bate no meu

olha aqui
baixe me teu olhar
veja me bem  olhe me mais
veja  veja
não é questão de lugar
é uma questão de olhar  de olhar","mpb"
"123177","nas horas cruas","zélia duncan","mpb; pop","eu encaro o fim do mundo
eu encaro o olhar sombrio
dos vizinhos mudos
eu me viro nas redes
eu esqueço a tv
eu encaro os     asnos
se aqui bem do meu lado
estiver você

eu desprezo  eu viro as costas
pra mentira de quem gosta
de odiar as flores
de pisar na inocência
eu invento escudos
pra me defender
da guerra

se lá no final de tudo
no começo de outro mundo
resistir você

quais são as armas
que usamos dentro de casa
nas horas cruas  sem nada 
disparo amor

eu encaro o fim do mundo
eu encaro o olhar sombrio
dos vizinhos mudos
eu me viro nas redes
eu esqueço a tv
eu encaro os     asnos
se aqui bem do meu lado
estiver você

eu desprezo  eu viro as costas
pra mentira de quem gosta
de odiar as flores
de pisar na inocência
eu invento escudos
pra me defender
da guerra

se lá no final de tudo
no começo de outro mundo
resistir você

quais são as armas
que usamos dentro de casa
nas horas cruas  sem nada 
disparo amor

quais são as armas
que usamos dentro de casa
nas horas cruas  sem nada 
disparo amor  escolho amor

se aqui bem do meu lado
eu abrir os olhos cedo
e enxergar você","mpb"
"123178","no meu país (part. xande de pilares)","zélia duncan","mpb; pop","no meu país um dia desses tem que chover
chuva de paz e amor  um dia eu vou ver
o meu país tá precisando se resolver
se vai olhar pro futuro ou envelhecer

no meu país um dia desses tem que chover
chuva de paz e amor  tudo pra valer
o meu país tá precisando se resolver
se vai olhar pro futuro ou envelhecer

se vai cuidar da criançada ou vai mandar prender
se vai ser bruto ou mandar flores pra surpreender
se vai olhar naquele espelho e se reconhecer
ladeira acima sem ter medo  lindo de morrer

indo à luta pra vencer
rindo  lindo de morrer
hora de querer  hora de acertar
hora de ser forte pra sobreviver

igualdade pra sonhar
quem não quer melhor viver
hora de querer  hora de acertar
hora de ser forte pra sobreviver

quem não quer melhor viver
o povo tá querendo ver
hora de querer  hora de acertar
hora de ser forte pra sobreviver

hora de querer  hora de acertar
hora de ser forte pra sobreviver","mpb"
"123179","noite preta","zélia duncan","mpb; pop","luzes da cidade
meus olhos não aguentam mais
luzes artificiais
cadê a noite preta 

eu saio da cidade
procuro só a escuridão
a purificação na calada da noite
da noite preta

calada noite preta  noite preta
calada noite preta  noite preta
calada noite preta 

fecho os meus olhos
a caverna e o coração
perdidos entre um sim e um não
na calada da noite preta

deus  deus  deus
aonde eu vim parar
à noite preta vou me entregar

calada noite preta  noite preta
calada noite preta  noite preta
calada noite preta 

calada noite preta  noite preta
calada noite preta  noite preta
calada noite preta ","mpb"
"123180","o que é que eu fiz de mal","zélia duncan","mpb; pop","fico perguntando o que é que eu fiz de mal
choro parecendo juízo final
dívidas são tantas milhares de broncas
prestações de contas  everybody now 

o que mais tô lendo é nota fiscal
choro vou sofrendo  dor profissional
grito de que adianta grana à conta gotas
muita maré contra
excesso de sal  excesso de sal

se tô assistindo jornal nacional
choro soluçando  grito no plural
tô compondo mantras sobre minhas plantas
sobre chutar santas  sobre o escambau

sigo remoendo pela capital
choro muito vendo assalto em sinal
coração aguenta  mas nem sou atleta
isso é uma afronta  isso é amoral  isso amoral

durmo desvairando noite de hospital
choro reclamando  feito terminal
pago minhas contas  ninguém me desconta
nada me encanta  nem o carnaval

não tô entendendo quantos são os paus pra canoa
eu choro remando contra o vendaval
engulo pimenta não poupo a garganta
esse pó não assenta

o que é que eu fiz de mal 
fico perguntando
o que é que eu fiz de mal ","mpb"
"123181","o que me levanta a saia","zélia duncan","mpb; pop","o que me levanta a saia
é alguém que sabe
e quando fala cabe
tudo que cala
e abala minha alma

o que me levanta a saia
é um olhar que brilha
e ao brilhar decreta
o final do engano
a morte da mentira

o que me levanta a saia
pode ser um riso
pode ser silêncio
chega sem aviso
mas é sempre intenso

o que me levanta a saia
é quando basta um toque
e a música se instala
o corpo dança um tango
e o coração um rock

o que me levanta a saia
pode ser aquele
vento que passou
e me fez sentir
tal qual marylin monroe","mpb"
"123182","o que mereço","zélia duncan","mpb; pop","vem a noite como fosse um beijo doce
arde  arde
arde a tarde como fosse o sol

faz calor e eu espero
que esse céu desabe  desabe
quem não sabe
o rosto sabe o véu

e eu só quero o que mereço
nem um mar a mais  nem uma gota a menos
nem um grão a mais  nem um deserto a menos

faz um tempo e eu espero
que esse nó desate  desate
quem não sabe
o doce sabe o fel

e eu só quero o que mereço
nem um dia a mais  nem um segundo a menos
nem um choro a mais  nem um sorriso a menos
nem qualquer palavra  nem um sentimento
nem olhar pra tás  nem arrependimento

é uma pena que nós só nos conhecemos hoje
já faz tempo que eu procuro por você

e eu só quero o que mereço
nem final feliz  nem triste recomeço
nem andar pensando em dar o outro passo
nem ter que ficar medindo o meu abraço
nem olhar pro lado e ver a porta aberta
nem pensar se eu escolhi a estrada certa

vem a noite como fosse um beijo doce arde","mpb"
"123183","o que se perdeu?","zélia duncan","mpb; pop","seu remédio meu
meu remédio seu
sua cura minha cura
o que se perdeu 

sua luta eu
meu combate seu
nos poemas os pedaços
nos abraços céu

nos pequenos sons de nós
pelos cantos dos lençóis
nessas pontes  nosso chão
só te vejo na canção

nos sinais me jogo e vou
no calor do que não sei
numa dança mansa ou não
num planeta sem amor

mas eu tenho sua mão
você sabe me encontrar
se é comprida nossa dor
é também de se pensar
que a razão da solidão
é ser só dentro de nós
e abrigar o próprio sol

nos sinais me jogo e vou
no calor do que não sei
numa dança mansa ou não
num planeta sem amor

mas eu tenho sua mão
você sabe me encontrar
se é comprida nossa dor
é também de se pensar
que a razão da solidão
é ser só dentro de nós
e abrigar o próprio sol

seu remédio meu
meu remédio seu
sua cura minha cura
o que se perdeu ","mpb"
"123184","olhos perfeitos","zélia duncan","mpb; pop","procuro as palavras que vão te dizer
das cores e sombras que eu vi
o doce acaso do nosso encontro
vai me perseguir
vai me perseguir

um cheiro bom
o vento soprando
sua presença em mim

nosso silêncio é o começo do mundo
nunca se espera o fim
nunca se pensa no fim

seus olhos são perfeitos pra me encantar
meu coração sem jeito de bater sem você me escutar

dias inteiros em cada segundo
por quatro estações esperei
restos de cores nas dores do mundo
nada é tão fácil assim
nunca foi simples assim

seus olhos são perfeitos pra me enganar
meu coração sem jeito de bater sem você me escutar

seus olhos são perfeitos pra me enganar
meu coração sem jeito de bater sem você me escutar
devagar","mpb"
"123185","onde é que isso vai dar?","zélia duncan","mpb; pop","te digo o mesmo  você me provoca
e eu adoro desafios
ando sensível  coração na boca
na varanda a ver navios

te digo o mesmo  isso me transforma
o que me apavora é o olhar vazio
acordo cedo  palavra solta
mal lavei o rosto
e a canção brinca na boca

tava precisando de fogo
pra acender a madrugada
vamos nos jogar no mundo
obrigada por mais essa
nossa vida anda com pressa
mas prefiro perguntar
onde é que isso vai dar 
como é que isso vai ser 
porque estamos sem saber
onde é que isso vai dar 
como é que isso vai ser ","mpb"
"123186","ouvindo lou reed","zélia duncan","mpb; pop","não duvide  a gente embaixo de uma lua triste
ouvindo lou reed
falando de tudo que não existe
acredite

não duvide  a gente embaixo de uma lua triste
mercúrio dando palpite
a gente botando fé
não duvide que de tanto duvidar
a gente se divide

acredite  até deus duvida
não duvide  a gente ouvindo lou reed  acredite
uma luz insiste nessa nossa lua triste
uma luz resiste

não duvide  a gente embaixo de uma lua triste
ouvindo lou reed
falando bem de tudo que não existe
acredite

não duvide  a gente embaixo de uma lua triste
mercúrio dando palpite
a gente botando fé
não duvide que de tanto duvidar
a gente se divide
acredite  até deus duvida

não duvide  a gente ouvindo lou reed  acredite
uma luz insiste nessa nossa lua triste
uma luz resiste
não duvide
ouvindo lou reed  acredite
uma luz insiste  não duvide
ouvindo lou reed  não duvide
uma luz insiste  acredite","mpb"
"123187","passam","zélia duncan","mpb; pop","há dias dormentes  febris
ardentes de nada
há dias que são noites caladas
nos querem sem palavras
nos querem sem palavras
nos querem sem

e somos só olhos  suspiros  imagens de água
há dias velhos  sábios
dias de mágoa

quanto mais triste
mais viajo
mas na volta sorrio
e me acho

quanto mais triste
mais viajo
mas na volta sorrio

há dias que adiam te ver de fato
adias tua voz  adias teus atos
uns dias voam
outros se arrastam
mas todos  todos passam

uns dias voam
outros se arrastam
mas todos  todos passam

e somos só olhos  suspiros  imagens de água
há dias velhos  sábios
dias de mágoa

quanto mais triste
mais viajo
mas na volta sorrio
e me acho

quanto mais triste
mais viajo
mas na volta sorrio

há dias que adiam te ver de fato
adias tua voz  adias teus atos
uns dias voam
outros se arrastam
mas todos  todos passam

uns dias voam
outros se arrastam
mas todos  todos passam

nos querem sem palavras
mas todos passam","mpb"
"123188","pra quem sabe amar (part. ana costa)","zélia duncan","mpb; pop","tristeza mudou de endereço aquele dia
sabia  se mandou se lá
não tem mais lugar  viciei nessa alegria  bendita
veio pra ficar

caminho  tem que caminhar
nos olhos  desejo de achar
se ajuda  que o tempo também vai te ajudar
passado  já foi  já se deu
futuro  a vidente escondeu
meu sonho é fazer nosso samba eternizar

partiu  nosso amor  nossa estrada
o samba inventou nossas asas
liberdade pra sonhar
todo dia mais um passo  mesmo devagar
fica sempre algum perfume
pra quem sabe amar","mpb"
"123189","raio de neon","zélia duncan","mpb; pop","feito um raio de neon
olhares chegam  brilham
tava quieto por aqui
tão triste e cinza de doer

silêncio só
fé na corda bamba e vou
noites em pó
chuva  vento

feito um raio de neon
olhares chegam  brilham
tava quieto por aqui
tão triste e cinza de doer

silêncio só
fé na corda bamba e vou
noites em pó
chuva  vento

um dia é bom
no outro é só zoeira
esquece o  não 
a vida vale inteira
tá fácil não
um dia vira a mesa
abrigo e chão
eu e você","mpb"
"123190","se parece com você","zélia duncan","mpb; pop","vista sua pele
use seus cabelos
coma com seus dentes
abuse das cores transparentes

fale a sua língua  a lua está tão linda
ouça seus rumores  grite seus poemas
respire pelos poros  se mostre para seus olhos

solte o freio  acerte em cheio  diga a que veio
gosto quando você se parece com você
gosto quando você se parece","mpb"
"123191","sonhei","zélia duncan","mpb; pop","sonhei que atravessava os dias com você
e a vida atravessava o sonho
e o sonho atravessava a vida

sonhei que atravessava a noite com você
e a noite atravessava o dia
e o dia atravessava o sonho
sonhei

sonhei
que atravessava a rua com você
sonhei  sonhei
que atravessava a rua com você","mpb"
"123192","sua cara","zélia duncan","mpb; pop","sua cara tá grudada em mim
eu lavo meu rosto
eu envelheço
eu recomeço
eu choro no escuro
eu não te procuro por aqui
mas sua cara tá grudada em mim

sua cara tá grudada em mim
eu lavo meu rosto
eu envelheço
eu recomeço
eu choro no escuro
eu não te procuro por aqui
mas sua cara tá grudada em mim

minha voz guarda seus gostos
minhas mãos e unhas
arranham  imitam as unhas suas

não vou seguir seus passos
não vou pedir seu braço
mas sua cara tá grudada em mim

sua cara tá grudada em mim
eu lavo meu rosto
eu envelheço
eu recomeço
eu choro no escuro
eu não te procuro por aqui
mas sua cara tá grudada em mim

minha voz guarda seus gostos
minhas mãos e unhas
arranham  imitam as unhas suas

não vou seguir seus passos
não vou pedir seu braço  não
mas sua cara tá grudada em mim

já entendi
que vai ser sempre assim
sua cara tá grudada em mim","mpb"
"123193","tecnocolera","zélia duncan","mpb; pop","essa cólera de atualmente
tecnocólera  literalmente
é uma coleira que a gente põe na gente
é transparente
mas pesa  sente essa cólera de atualmente

tecnocólera  é uma coleira que segura o ar
vai dar trabalho mas vou tentar fazer
desta cólera  tecnocólera
desta coleira um colar
pra você desfilar
no mais alto dos desfiladeiros
o nosso altar","mpb"
"123194","tudo é um","zélia duncan","mpb; pop","tudo é um
tudo é resto de alguém
tudo está porque vem
e só está porque já foi ali e além
do que se pensa que se tem

você é
porque alguém já foi
e será só você e mais ninguém
feito alguém que está sendo
o resto do pôr do sol
no brilho quente da lua
de um olho que agora estou vendo

tudo é um
tudo é resto de alguém
tudo está porque vem
e só está porque já foi ali e além
do que se pensa que se tem

você é
porque alguém já foi
e será só você e mais ninguém
feito alguém que está sendo
o resto do pôr do sol
no brilho quente da lua
de um olho que agora estou vendo

tudo é um
tudo é resto de alguém
tudo está porque vem
e só está porque já foi ali e além
do que se pensa que se tem

você é
porque alguém já foi
e será só você e mais ninguém
feito alguém que está sendo
o resto do pôr do sol
no brilho quente da lua
de um olho que agora estou vendo
de um olho que agora estou vendo
de um olho que agora estou vendo","mpb"
"123195","tudo por nada","zélia duncan","mpb; pop","preciso doer
pra te estender a mão
se não me vejo  te ignoro
se não choro por mim
não enxugo suas lágrimas
não enxugo suas lágrimas
não enxugo suas lágrimas
se não choro por mim

não enxugo suas lágrimas
não enxugo suas lágrimas
não enxugo suas lágrimas
se não choro por mim

se eu habitar o nada
te nego tudo por nada
só dou sentido a mim
quando sou compromisso
e assumo o que sou
nesse rolê cheio de vícios
nesse rolê cheio de vícios
nesse rolê cheio de vícios
assumo o que sou

nesse rolê cheio de vícios
nesse rolê cheio de vícios
nesse rolê cheio de vícios
assumo o que sou

se não faço  não sou
sou o que faço e acabou
é um fato  uma fé
e quando eu digo   vem 
é porque eu também vou

se não faço  não sou
sou o que faço e acabou
é um fato  uma fé
e quando eu digo   vem 
é porque eu também vou

e quando eu digo   vem 
é porque eu também vou
e quando eu digo   vem 
é porque eu também vou

preciso doer
pra te estender a mão
se não me vejo  te ignoro","mpb"
"123196","vai melhorar","zélia duncan","mpb; pop","vai melhorar
vem melhorar comigo
contigo eu consigo melhor

vai melhorar
vem melhorar comigo
contigo eu consigo melhor

gostar de gostar
e gostar de estar viva

vou melhorar
vem melhorar comigo
um dia vai ser bem melhor

vou melhorar
vem melhorar comigo
um dia vai ser bem melhor

o destino me disse
ele é meu amigo
o destino me disse
ele é meu amigo

ali no horizonte tem um mar infinito
foi feito pra isso
pro nosso olhar seguir
pro nosso querer
não ter fim
pro nosso querer
não ter fim
pro nosso querer

e quando melhorar
quero estar contigo
e quando melhorar","mpb"
"123197","vai que","zélia duncan","mpb; pop","vai que o tempo sobra
vai que falta assunto
vai que o mundo encolhe
e a gente aumenta junto

vai que a vez é que te escolhe
vai que a gente é muito
vai que falta pouco
vai que o golpe é soco

vai que o céu tá seco
vai que o mar é nosso
vai que o sal é doce

vai que a sorte trouxe azar de quem se foi
vai que sou você

vai ver você é tudo
vai ver que tudo é trato
vai ver quebro o contrato

vai que arrasta um bonde
vai que é uma cantiga
vai que é só memória na contramão

vai que a vida não demora
vai que a gente inventa
que a viagem não quer voltar

vai ver você é tudo
vai ver que tudo é trato
vai ver quebro o contrato

vai que arrasta um bonde
vai que é uma cantiga
vai que é só memória na contramão

vai que a vida não demora
vai que a gente inventa
que a viagem não quer voltar","mpb"
"123198","viramos pó?","zélia duncan","mpb; pop","por que será
que toda canção triste de amor
vem nos chamar 
por que será
que todas elas falam de nós 
por que será 
e quem dirá
que por detrás do mar
há sempre um outro mar
um outro céu
onde a canção cai entre o lápis e o papel 

por que será
que a chuva sempre encontra e
inunda os nossos pés 
por que será 
que já não sei mais quem eu
sou nem quem tu és 
quem saberá 
curar as dores  e essas mágoas
libertar
ou estamos sós
ganindo alto pra uma lua que não há 

triste é não dizer
nem desejar
bom é se perder
e te encontrar

por que será
que agora esse planeta inteiro faz chorar 
por que será
que essas pessoas gritam
e não sabem escutar 
quando será
que esse vasto céu sem chão vai desabar 
viramos pó 
poeira fina
de uma ideia que não há

triste é não dizer
nem desejar
bom é se perder
e te encontrar

triste é não dizer
nem desejar
bom é se perder
e te encontrar","mpb"
"123199","você rainha","zélia duncan","mpb; pop","você aí  você sozinha
você sem deus
na camarinha
você vazia  você chocada
você sorrindo
feliz por nada

você aí  você sozinha
você sem deus
na camarinha
você vazia  você chocada
você sorrindo
feliz por nada

você se vendo
revendo a casa
pegando a vida
pela culatra
você caindo
na derrapada
você voando
criando as asas

você leão
você na mata
você selvagem
nas quatro patas
você aí  você sozinha
você no topo  você rainha ","mpb"
"123200","vou gritar seu nome","zélia duncan","mpb; pop","na próxima curva
da montanha russa
me escuta
vou gritar seu nome
vou gritar seu nome
vou gritar seu nome

na próxima curva
da montanha russa
talvez o futuro
nos espere com flores
nos espere com flores
nos espere com flores

o tempo há de passar veloz
a vida é hoje e não após
montanha russa roda gigante
quando desaba segue adiante

levando assim os trilhos da voz
voar é despencar pro céu
cair é ver depois do véu e mais
o universo inteiro na casca de noz

na próxima curva
da montanha russa
me escuta
vou gritar seu nome
vou gritar seu nome
vou gritar seu nome

na próxima curva
da montanha russa
talvez o futuro
nos espere com flores
nos espere com flores
flores","mpb"
"123201","água nos zói (part. jorge e mateus)","céu","mpb","terminou
bloqueou com medo de eu te ligar
proibiu sua turma de me contar
qualquer novidade sua

mas em menos de um mês a gente tromba na rua
e a minha felicidade
tá mais feliz que a sua
me ver moendo te dói
e a prova disso tá aí
água nos zói

só quero saber
porque ce tá chorando
você que terminou eu só tô superando
achou que ia me ver sofrer  mas viu beijando","mpb"
"123202","chega mais","céu","mpb","eu conheço essa cara
essa fala  esse cheiro
essa tara de louco
esse fogo  esse jeito
escandaloso
você é guloso
e quer me sequestrar

chega mais  chega mais
chega mais  chega mais
chega mais  chega mais
chega mais

depois me leve pra casa
me prenda nos braços
me torture de carinho
beijinhos  abraços
depois me coce
me adoce até eu confessar

chega mais  chega mais
chega mais  chega mais
chega mais  chega mais
chega mais

eu conheço essa cara
essa fala  esse cheiro
essa tara de louco
esse fogo  esse jeito

escandaloso
você é guloso
e quer me sequestrar

chega mais  chega mais
chega mais  chega mais
chega mais  chega mais
chega mais

escandaloso
você é guloso
e quer me sequestrar

chega mais  chega mais
chega mais  chega mais
chega mais  chega mais
chega mais  chega mais
chega mais  chega mais","mpb"
"123203","teimosa","céu","mpb","nas peripécias do amor teimosa
as maluquices que eu fiz
os argumentos que eu dei pifaram
e as previsões que eu lancei falharam

quando se trata de amor  teimosa
tem que saber perdoar teimosa
mas se quer infernizar meu sossego
juro por deus peço arrego
juro por deus peço arrego

juro por deus peço arrego
juro por deus peço arrego","mpb"
"123204","corpocontinente","céu","mpb","vou passear em seu delírio
vou te relembrar como se faz uma saudade
saudade
palavra inexistente
num dialeto fora do nosso continente
continente

se acaso você passear por outras terras
tomar um outro ar
talvez seja bom
mas quando escutar aquele som
vai lembrar do que chamamos de  nos tornarmos um 
e a saudade só se faz
quando a soma de dois
resulta em um sentido só pra nós

vou passear em seu delírio
vou te relembrar como se sente uma saudade
saudade
palavra inexistente
num dialeto fora do nosso continente
continente

se acaso você passear por outras terras
tomar um outro ar
talvez seja bom
mas quando escutar aquele som
vai lembrar do que chamamos de  nos tornarmos um 
e a saudade só se faz
quando a soma de dois
resulta em um sentido só pra nós

vou passear em seu delírio
vou te relembrar como se faz uma saudade
saudade","mpb"
"123205","sangria","céu","mpb","na mutação do meu desenho e cores
escorre tinta das flores de um coração devastado
quero sangrar todos os climas e tempos
já que não posso levar as estações que passam
sangria
um copo pra misturar
a água clara dos olhos e o fruto doce dos sonhos

sangria
já que não posso estancar
o gosto pelo infinito e o que corre pro sol

na transformação do meu desenho e cores
escorre tintas das flores de um coração devastado
quero sangrar  todos os climas e tempos
já que não posso levar as estações que passam
sangria    um copo pra misturar
a água clara dos olhos e o fruto doce dos sonhos
sangria
já que não posso estancar
o gosto pelo infinito e o que corre pro sol","mpb"
"123206","ao romper da aurora","céu","mpb","aurora vem rainhando
anunciando o nosso amor
ôô

disperta a cidade
o sol no céu flutua
ele é a mocidade
a saudade é a lua
ôô

aurora vem rainhando
anunciando o nosso amor
ôô

a felicidade promete
mas não vem
lá vem a saudade
saudade é  querer bem 
ôô

quando chega o dia
desaparece a tristeza
fica a alegria
pela própria natureza
ôô

aurora vem rainhando
anunciando o nosso amor
ôô","mpb"
"123207","um gosto de sol","céu","mpb","alguém que vi de passagem
numa cidade estrangeira
lembrou os sonhos que eu tinha
e esqueci sobre a mesa

como uma pera se esquece
dormindo numa fruteira
como adormece o rio
sonhando na carne da pera

o sol na sombra se esquece
dormindo numa caldeira

alguém sorriu de passagem
numa cidade estrangeira
lembrou o riso que eu tinha
e esqueci entre os dentes

como uma pera se esquece
sonhando numa fruteira","mpb"
"123208","a nave vai","céu","mpb","mesmo não dizendo nem pra onde nem por quê
a nave vai levantar voo
mesmo sabendo que o mundo anda sem você
a nave vai levantar voo

mesmo não dizendo nem pra onde nem por quê
a nave vai levantar voo
mesmo sabendo que o mundo anda sem você
a nave vai levantar voo

o vento leva pra onde não dá pra ver quem foi
de manhã sou um
de noite já fui dois
seremos quem somos
ou serei quem sois
ah  vou eu de novo

mesmo não dizendo nem pra onde nem por quê
a nave vai levantar voo
mesmo sabendo que o mundo anda sem você
a nave vai levantar voo

o vento leva pra onde não dá pra ver quem foi
de manhã sou um
de noite já fui dois
seremos quem somos
ou serei quem sois
ah  vou eu de novo

vento levai
ventura vem
essa peleja vem da dor
ando com o temporal
e acredito no vento
que sopra a alma inteira
chegou pra onde vou

o vento leva pra onde não dá pra ver quem foi
de manhã sou um
de noite já fui dois
seremos quem somos
ou serei quem sois
ah  vou eu de novo

mesmo não dizendo nem pra onde nem por quê
a nave já levantou voo
mesmo sabendo que o mundo anda sem você
a nave já levantou voo

a nave já levantou voo
a nave já levantou voo","mpb"
"123209","bim bom","céu","mpb","bim bom bim bim bom
bim bom bim bim bom
bim bom bim bim bom
bim bom

bim bom bim bim bom
bim bom bim bim bom
bim bom bim bim bom
bim bim

é só isso o meu baião
e não tem mais nada não
o meu coração pediu assim  só

bim bom bim bim bom
bim bom bim bim bom
bim bom bim bim bom
bim bom

bim bom bim bim bom
bim bom bim bim bom
bim bom bim bim bom
bim bim

é só isso o meu baião
e não tem mais nada não
o meu coração pediu assim só
só bim bom  bim bom  bim bim","mpb"
"123210","carinhoso","céu","mpb","meu coração não sei por que
bate feliz
quando te vê
e os meus olhos ficam sorrindo
e pelas ruas vão te seguindo
mas mesmo assim  foges de mim

meu coração não sei por que
bate feliz
quando te vê
e os meus olhos ficam sorrindo
e pelas ruas vão te seguindo
mas mesmo assim  foges de mim

ah se tu soubesses como eu sou
tão carinhoso e muito  muito
que te quero    e como é sincero
meu amor    eu sei que tu não
fugirias    mais de mim
vem    vem    vem    veem
vem sentir o calor dos lábios
meus a procura dos teus
vem matar essa paixão
que me devora o coração
só assim então serei feliz
bem    feliz

e os meus olhos ficam sorrindo
e pelas ruas vão te seguindo
mas mesmo assim  foges de mim

ah se tu soubesses como eu sou
tão carinhoso e muito  muito
que te quero    e como é sincero
meu amor    eu sei que tu não
fugirias    mais de mim
vem    vem    vem    veem
vem sentir o calor dos lábios
meus a procura dos teus
vem matar essa paixão
que me devora o coração
só assim então serei feliz
bem    feliz

meu coração","mpb"
"123211","coreto","céu","mpb","eu sou a voz que balançou o teu coreto
eu prometi não estremecer mais
teu coração já nos provou não ter sustento
pra suportar a erupção   

de uma voz incandescente
como as lavas de um vulcão
mas você petrificou
tudo  tudo que queimava   

trate de se resolver  pois agora
tô cantando mais que nunca o que aflora
eu quero ser a sua trilha
quero tocar na sua rádio   

alfa by night
alfa by night
alfa by night
alfa by night
alfa by night
alfa by night

eu sou a voz que balançou o teu coreto
eu prometi não estremecer mais
teu coração já nos provou não ter sustento
pra suportar a erupção   

de uma voz incandescente
como as lavas de um vulcão
mas você petrificou
tudo  tudo que queimava   

trate de se resolver  pois agora
tô cantando mais que nunca o que aflora
eu quero ser a sua trilha
quero tocar na sua rádio   

alfa by night
alfa by night
alfa by night
alfa by night
alfa by night
alfa by night","mpb"
